--ICPC-2n DAT bl 154b file with filename: c:\ICPC-2n-v40-DATTXT_CSV.txt
--(Interncode: V403e) V01-2008-09-22(2008-09-25 12:01:58.603)
--This file is generated by KITH AS  Norway Dr.Terje Sagen 2008-09-25 12:02:59.040
--This file can be downloaded from http://www.kith.no/ICPC2e
--It contains 740 rows
--Columns: ICPC2_Code,Title,Shorttitle,Icd10_DATCODE,Icd10_DATTEXT,ICD_DATCODE_DATTEXT
"S88","Kontaktdermatitt/allergisk dermatitt IKA","Kontakt-/allergisk dermatitt IKA","L239","Allergisk kontaktdermatitt, uspesifisert årsak","L239 Allergisk kontaktdermatitt, uspesifisert årsak"
"S88","Kontaktdermatitt/allergisk dermatitt IKA","Kontakt-/allergisk dermatitt IKA","L248","Toksisk kontaktdermatitt som skyldes andre spesifiserte stoffer","L248 Toksisk kontaktdermatitt som skyldes andre spesifiserte stoffer"
"S88","Kontaktdermatitt/allergisk dermatitt IKA","Kontakt-/allergisk dermatitt IKA","L249","Toksisk kontaktdermatitt, uspesifisert årsak","L249 Toksisk kontaktdermatitt, uspesifisert årsak"
"S88","Kontaktdermatitt/allergisk dermatitt IKA","Kontakt-/allergisk dermatitt IKA","L309","Uspesifisert dermatitt","L309 Uspesifisert dermatitt"
"S89","Bleiedermatitt","Bleiedermatitt","L22","Bleiedermatitt","L22 Bleiedermatitt"
"S90","Pityriasis rosea","Pityriasis rosea","L42","Pityriasis rosea","L42 Pityriasis rosea"
"S91","Psoriasis","Psoriasis","L409","Uspesifisert psoriasis","L409 Uspesifisert psoriasis"
"S92","Svettekjertelsykdom","Svettekjertelsykdom","L749","Uspesifisert lidelse i eksokrine svettekjertler","L749 Uspesifisert lidelse i eksokrine svettekjertler"
"S93","Talgcyste","Talgcyste","L721","Retensjonscyste i talgkjertel eller hårsekk","L721 Retensjonscyste i talgkjertel eller hårsekk"
"S94","Inngrodd negl","Inngrodd negl","L600","Inngrodd negl","L600 Inngrodd negl"
"S95","Molluscum contagiosum","Molluscum contagiosum","B081","Molluscum contagiosum","B081 Molluscum contagiosum"
"S96","Akne","Akne","L709","Uspesifisert akne","L709 Uspesifisert akne"
"S97","Kronisk hudsår","Kronisk hudsår","L984","Kronisk hudsår, ikke klassifisert annet sted","L984 Kronisk hudsår, ikke klassifisert annet sted"
"S98","Urticaria","Urticaria","L509","Uspesifisert urticaria","L509 Uspesifisert urticaria"
"S99","Hud/underhud sykdom IKA","Hud/underhud sykdom IKA","L989","Uspesifisert lidelse i hud og underhud","L989 Uspesifisert lidelse i hud og underhud"
"T01","Økt tørste","Økt tørste","R631","Polydipsi","R631 Polydipsi"
"T02","Økt matlyst","Økt matlyst","R632","Polyfagi","R632 Polyfagi"
"T03","Nedsatt matlyst","Nedsatt matlyst","R630","Anoreksi","R630 Anoreksi"
"T04","Ernæringsproblem hos spedbarn/barn","Ernæringsproblem barn","R633","Spisevansker og vanstell","R633 Spisevansker og vanstell"
"T05","Ernæringsproblem hos voksen","Ernæringsproblem voksen","R633","Spisevansker og vanstell","R633 Spisevansker og vanstell"
"T07","Vektøkning","Vektøkning","R635","Unormal vektøkning","R635 Unormal vektøkning"
"T08","Vekttap","Vekttap","R634","Unormalt vekttap","R634 Unormalt vekttap"
"T10","Forsinket vekst","Forsinket vekst","R629","Uspesifisert uteblivelse av forventet normal fysiologisk utvikling","R629 Uspesifisert uteblivelse av forventet normal fysiologisk utvikling"
"T11","Uttørring","Uttørring","E86","Væsketap","E86 Væsketap"
"T26","Engstelig for kreft i det endokrine systemet","Engstelig for kreft endokrine system","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"T27","Engstelig for sykd endokr/metabolske syst/ernæringssykd IKA","Engstelig endokr/metabol/ernær sykd","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"T28","Redusert funksjonsevne pga endokr/metabolsk/ernæringsproblem","Red funk evne endo/metab/ernær probl","Z736","Begrensning i aktiviteter grunnet uførhet","Z736 Begrensning i aktiviteter grunnet uførhet"
"T29","Endokrin/metabolsk/ernæring symptomer/plager IKA","Endok/metab/ernær sympt/plager IKA","R638","Andre spesifiserte symptomer og tegn med tilknytning til mat- og væskeinntak","R638 Andre spesifiserte symptomer og tegn med tilknytning til mat- og væskeinntak"
"T70","Infeksjon i det endokrine systemet","Infeksjon endokrine system","E060","Akutt tyreoiditt","E060 Akutt tyreoiditt"
"T71","Ondartet svulst i tyreoidea","Ondartet svulst tyreoidea","C73","Ondartet svulst i skjoldbruskkjertel (neoplasma malignum glandulae thyreoideae)","C73 Ondartet svulst i skjoldbruskkjertel (neoplasma malignum glandulae thyreoideae)"
"T72","Godartet svulst i tyreoidea","Godartet svulst tyreoidea","D34","Godartet svulst i skjoldbruskkjertel (glandula thyreoidea)","D34 Godartet svulst i skjoldbruskkjertel (glandula thyreoidea)"
"T73","Svulst i endokrine organ IKA","Svulst endokrine organ IKA","D449","Endokrin kjertel, uspesifisert","D449 Endokrin kjertel, uspesifisert"
"T78","Ductus/cystis tyreoglossus","Ductus/cystis tyreoglossus","Q892","Medfødte misdannelser i andre endokrine kjertler","Q892 Medfødte misdannelser i andre endokrine kjertler"
"T80","Medfødt feil i endokrine/metabolske system IKA","Medfødt feil endokr/metabol syst IKA","Q892","Medfødte misdannelser i andre endokrine kjertler","Q892 Medfødte misdannelser i andre endokrine kjertler"
"T81","Struma","Struma","E049","Uspesifisert ikke-toksisk struma","E049 Uspesifisert ikke-toksisk struma"
"T82","Fedme","Fedme","E669","Uspesifisert fedme","E669 Uspesifisert fedme"
"T83","Overvekt","Overvekt","E669","Uspesifisert fedme","E669 Uspesifisert fedme"
"T85","Hypertyreose/tyreotoksikose","Hypertyreose/tyreotoksikose","E059","Uspesifisert tyreotoksikose","E059 Uspesifisert tyreotoksikose"
"T86","Hypotyreose/myksødem","Hypotyreose/myksødem","E039","Uspesifisert hypotyreose","E039 Uspesifisert hypotyreose"
"T87","Hypoglykemi","Hypoglykemi","E162","Uspesifisert hypoglykemi","E162 Uspesifisert hypoglykemi"
"T89","Diabetes mellitus insulinavhengig","Diabetes insulinavhengig","E109","Insulinavhengig diabetes mellitus + uten komp.","E109 Insulinavhengig diabetes mellitus + uten komp."
"T90","Diabetes mellitus ikke-insulinavhengig","Diabetes ikke-insulinavhengig","E119","Ikke-insulinavhengig diabetes mellitus + uten komp.","E119 Ikke-insulinavhengig diabetes mellitus + uten komp."
"T91","Vitaminmangel/ernæringsforstyrrelse","Vitaminmangel/ernæringsforstyrrelse","E639","Uspesifisert mangelsykdom","E639 Uspesifisert mangelsykdom"
"T92","Urinsyregikt","Urinsyregikt","M109","Uspesifisert urinsyregikt","M109 Uspesifisert urinsyregikt"
"T93","Lipidstoffskifte forstyrrelse","Lipidstoffskifte forstyrrelse","E789","Uspesifisert forstyrrelse i lipoproteinmetabolismen","E789 Uspesifisert forstyrrelse i lipoproteinmetabolismen"
"T99","Endokrin/metabolsk/ernæringssykdom IKA","Endokrin/metabol/ernær sykd IKA","E349","Uspesifisert endokrin forstyrrelse","E349 Uspesifisert endokrin forstyrrelse"
"U01","Smerte ved vannlating","Smerte vannlating","R309","Uspesifisert smertefull vannlating","R309 Uspesifisert smertefull vannlating"
"U02","Hyppig vannlating","Hyppig vannlating","R35","Polyuri","R35 Polyuri"
"U04","Urininkontinens","Urininkontinens","R32","Uspesifisert inkontinens","R32 Uspesifisert inkontinens"
"U05","Vannlatingsproblemer IKA","Vannlatingsproblemer IKA","R391","Andre vannlatingsproblemer","R391 Andre vannlatingsproblemer"
"U06","Hematuri","Hematuri","R31","Uspesifisert hematuri","R31 Uspesifisert hematuri"
"U07","Urin symptomer/plager IKA","Urin symptomer/plager IKA","R398","Andre og uspesifiserte symptomer og tegn med tilknytning til urinveiene","R398 Andre og uspesifiserte symptomer og tegn med tilknytning til urinveiene"
"U08","Urinretensjon","Urinretensjon","R33","Urinretensjon","R33 Urinretensjon"
"U13","Blære symptomer/plager IKA","Blære symptomer/plager IKA","R398","Andre og uspesifiserte symptomer og tegn med tilknytning til urinveiene","R398 Andre og uspesifiserte symptomer og tegn med tilknytning til urinveiene"
"U14","Nyre symptomer/plager","Nyre symptomer/plager","N23","Uspesifisert nyrekolikk","N23 Uspesifisert nyrekolikk"
"U26","Engstelig for kreft i urinveiene","Engstelig for kreft urinveier","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"U27","Engstelig for sykdom i urinveiene IKA","Engstelig for sykdom urinveier IKA","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"U28","Redusert funksjonsevne pga urinveisproblem","Redusert funksjonsevne urinveisprobl","Z736","Begrensning i aktiviteter grunnet uførhet","Z736 Begrensning i aktiviteter grunnet uførhet"
"U29","Urinveier symptomer/plager IKA","Urinveier symptomer/plager IKA","R398","Andre og uspesifiserte symptomer og tegn med tilknytning til urinveiene","R398 Andre og uspesifiserte symptomer og tegn med tilknytning til urinveiene"
"U70","Nyrebekkenbetennelse","Nyrebekkenbetennelse","N12","Tubulointerstitiell nefritt, ikke spesifisert som akutt eller kronisk","N12 Tubulointerstitiell nefritt, ikke spesifisert som akutt eller kronisk"
"U71","Cystitt/urinveisinfeksjon IKA","Cystitt/urinveisinfeksjon IKA","N309","Uspesifisert cystitt","N309 Uspesifisert cystitt"
"U72","Uretritt","Uretritt","N341","Uspesifikk uretritt","N341 Uspesifikk uretritt"
"U75","Ondartet svulst i nyre","Ondartet svulst nyre","C64","Ondartet svulst i nyre, unntatt nyrebekken (neoplasma malignum renis, pelvi renali excepta)","C64 Ondartet svulst i nyre, unntatt nyrebekken (neoplasma malignum renis, pelvi renali excepta)"
"U76","Ondartet svulst i urinblære","Ondartet svulst urinblære","C679","Urinblære (vesica urinaria), uspesifisert","C679 Urinblære (vesica urinaria), uspesifisert"
"U77","Ondartet svulst i urinveiene IKA","Ondartet svulst urinveier IKA","C689","Urinveisorgan, uspesifisert","C689 Urinveisorgan, uspesifisert"
"U78","Godartet svulst i urinveiene","Godartet svulst urinveier","D309","Urinveisorgan, uspesifisert","D309 Urinveisorgan, uspesifisert"
"U79","Uspesifisert svulst i urinveiene","Uspesifisert svulst urinveier","D419","Urinveisorgan, uspesifisert","D419 Urinveisorgan, uspesifisert"
"U80","Skade i urinveiene","Skade urinveier","S370","Skade på nyre","S370 Skade på nyre"
"U80","Skade i urinveiene","Skade urinveier","S371","Skade på urinleder","S371 Skade på urinleder"
"U80","Skade i urinveiene","Skade urinveier","S372","Skade på urinblære","S372 Skade på urinblære"
"U80","Skade i urinveiene","Skade urinveier","S373","Skade på urinrør","S373 Skade på urinrør"
"U85","Medfødt feil i urinveiene","Medfødt feil urinveier","Q649","Uspesifisert medfødt misdannelse i urinsystemet","Q649 Uspesifisert medfødt misdannelse i urinsystemet"
"U88","Glomerulonefritt/nefropati","Glomerulonefritt/nefropati","N059","Uspesifisert nefrittisk syndrom + uspesifisert","N059 Uspesifisert nefrittisk syndrom + uspesifisert"
"U90","Ortostatisk proteinuri","Ortostatisk proteinuri","N392","Uspesifisert ortostatisk proteinuri","N392 Uspesifisert ortostatisk proteinuri"
"U95","Sten i urinveiene","Sten i urinveier","N209","Sten i urinveier, uspesifisert lokalisasjon","N209 Sten i urinveier, uspesifisert lokalisasjon"
"U98","Unormal urinprøve IKA","Unormal urinprøve IKA","R829","Andre og uspesifiserte unormale funn i urin","R829 Andre og uspesifiserte unormale funn i urin"
"U99","Urinveissykdom IKA","Urinveissykdom IKA","N399","Uspesifisert forstyrrelse i urinsystemet","N399 Uspesifisert forstyrrelse i urinsystemet"
"W01","Spørsmål om svangerskap","Spørsmål om svangerskap","Z320","Graviditet, (ennå) ikke bekreftet","Z320 Graviditet, (ennå) ikke bekreftet"
"W02","Engstelig for svangerskap","Engstelig for svangerskap","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"W03","Blødning i svangerskap","Blødning svangerskap","O469","Uspesifisert blødning før fødsel","O469 Uspesifisert blødning før fødsel"
"W05","Kvalme/brekninger i svangerskap","Kvalme/brekninger svangerskap","O219","Uspesifiserte svangerskapsbrekninger","O219 Uspesifiserte svangerskapsbrekninger"
"W10","Prevensjon postkoital antikonsepsjon","Prevensjon postkoital antikonsepsjon","Z303","Utskrapning av endometriet ved forsinket menstruasjon (brukes ikke i Norge)","Z303 Utskrapning av endometriet ved forsinket menstruasjon (brukes ikke i Norge)"
"W11","Prevensjon p-pille","Prevensjon p-pille","Z304","Overvåkning av befruktningshindrende legemidler","Z304 Overvåkning av befruktningshindrende legemidler"
"W12","Prevensjon spiral","Prevensjon spiral","Z301","Innsetting av spiral","Z301 Innsetting av spiral"
"W13","Sterilisering kvinne","Sterilisering (K)","Z302","Sterilisering","Z302 Sterilisering"
"W14","Prevensjon IKA kvinne","Prevensjon IKA (K)","Z308","Annet spesifisert prevensjonstiltak","Z308 Annet spesifisert prevensjonstiltak"
"W15","Infertilitet kvinne","Infertilitet (K)","N979","Uspesifisert kvinnelig infertilitet","N979 Uspesifisert kvinnelig infertilitet"
"W17","Blødning etter fødsel","Blødning etter fødsel","O721","Annen umiddelbar blødning etter fødsel","O721 Annen umiddelbar blødning etter fødsel"
"W18","Postpartum symptomer/plager IKA","Postpartum symptomer/plager IKA","O909","Uspesifisert komplikasjon i barseltid","O909 Uspesifisert komplikasjon i barseltid"
"W19","Amming symptomer/plager","Amming symptomer/plager","O927","Andre og uspesifiserte forstyrrelser i melkeproduksjon","O927 Andre og uspesifiserte forstyrrelser i melkeproduksjon"
"W21","Bekymret/opptatt av utseende i svangerskap","Bekymret/opptatt av utseende sv skap","R468","Andre spesifiserte symptomer og tegn med tilknytning til utseende og atferd","R468 Andre spesifiserte symptomer og tegn med tilknytning til utseende og atferd"
"W27","Engstelig for komplikasjoner ved svangerskap/fødsel","Engstelig for komplik sv skap/fødsel","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"W28","Redusert funksjonsevne pga svangerskapsproblem","Red funksjonsevne svangerskapsprobl","Z736","Begrensning i aktiviteter grunnet uførhet","Z736 Begrensning i aktiviteter grunnet uførhet"
"W29","Svangerskap/fødsel symptomer/plager IKA","Sv skap/fødsel sympt/plager IKA","R688","Andre spesifiserte generelle symptomer og tegn","R688 Andre spesifiserte generelle symptomer og tegn"
"W70","Infeksjon/sepsis i barseltid","Infeksjon/sepsis barseltid","O85","Sepsis i barseltid","O85 Sepsis i barseltid"
"W71","Infeksjon som kompliserer svangerskap IKA","Infeksjon som kompliser sv skap IKA","O989","Uspesifisert infeksjonssykdom og parasittsykdom hos mor, som kompliserer svangerskap, fødsel og barseltid","O989 Uspesifisert infeksjonssykdom og parasittsykdom hos mor, som kompliserer svangerskap, fødsel og barseltid"
"W72","Ondartet svulst knyttet til svangerskap","Ondartet svulst svangerskap","C58","Ondartet svulst i morkake (neoplasma malignum placentae)","C58 Ondartet svulst i morkake (neoplasma malignum placentae)"
"W73","Godartet/uspesifisert svulst knyttet til svangerskap","Godartet/uspes svulst sv skap","O019","Uspesifisert blæremola","O019 Uspesifisert blæremola"
"W75","Skade som kompliserer svangerskap","Skade som kompliserer svangerskap","T149","Uspesifisert skade","T149 Uspesifisert skade"
"W76","Medfødt feil som kompliserer svangerskap","Medfødt feil som kompliserer sv skap","O998","Andre spesifiserte sykdommer og tilstander som kompliserer svangerskap, fødsel og barseltid","O998 Andre spesifiserte sykdommer og tilstander som kompliserer svangerskap, fødsel og barseltid"
"W78","Svangerskap bekreftet","Svangerskap bekreftet","Z321","Bekreftet graviditet","Z321 Bekreftet graviditet"
"W79","Uønsket svangerskap","Uønsket svangerskap","Z640","Problemer i forbindelse med uønsket svangerskap","Z640 Problemer i forbindelse med uønsket svangerskap"
"W80","Ekstrauterint svangerskap","Ekstrauterint svangerskap","O009","Uspesifisert svangerskap utenfor livmoren","O009 Uspesifisert svangerskap utenfor livmoren"
"W81","Svangerskapsforgiftning","Svangerskapsforgiftning","O149","Uspesifisert preeklampsi","O149 Uspesifisert preeklampsi"
"W82","Abort spontan","Abort spontan","O039","Spontan abort (abortus spontaneus) + komplett el. uspes., uten komplikasjoner","O039 Spontan abort (abortus spontaneus) + komplett el. uspes., uten komplikasjoner"
"W83","Abort fremkalt","Abort fremkalt","O049","Svangerskapsavbrudd utført av lege (abortus provocatus) + komplett el. uspes., uten komplikasjoner","O049 Svangerskapsavbrudd utført av lege (abortus provocatus) + komplett el. uspes., uten komplikasjoner"
"W84","Svangerskap høyrisiko","Svangerskap høyrisiko","Z359","Kontroll av høyrisikosvangerskap, uspesifisert årsak","Z359 Kontroll av høyrisikosvangerskap, uspesifisert årsak"
"W85","Svangerskapsdiabetes","Svangerskapsdiabetes","O244","Diabetes mellitus som oppstår under svangerskap","O244 Diabetes mellitus som oppstår under svangerskap"
"W90","Ukomplisert fødsel levendefødt barn","Ukomplisert fødsel levendefødt barn","O809","Uspesifisert spontan enkeltfødsel","O809 Uspesifisert spontan enkeltfødsel"
"W91","Ukomplisert fødsel dødfødt barn","Ukomplisert fødsel dødfødt barn","Z371","Enkeltfødsel, dødfødt","Z371 Enkeltfødsel, dødfødt"
"W92","Komplisert fødsel levendefødt barn","Komplisert fødsel levendefødt barn","O759","Uspesifisert komplikasjon ved fødsel og forløsning","O759 Uspesifisert komplikasjon ved fødsel og forløsning"
"W93","Komplisert fødsel dødfødt barn","Komplisert fødsel dødfødt barn","O759","Uspesifisert komplikasjon ved fødsel og forløsning","O759 Uspesifisert komplikasjon ved fødsel og forløsning"
"W94","Mastitt i barseltid","Mastitt i barseltid","O912","Ikke-purulent mastitt i forbindelse med fødsel","O912 Ikke-purulent mastitt i forbindelse med fødsel"
"W95","Brystsykdom i svangerskap/barseltid IKA","Brystsykdom i sv skap/barseltid IKA","O927","Andre og uspesifiserte forstyrrelser i melkeproduksjon","O927 Andre og uspesifiserte forstyrrelser i melkeproduksjon"
"W96","Komplikasjoner i barseltid IKA","Komplikasjoner i barseltid IKA","O909","Uspesifisert komplikasjon i barseltid","O909 Uspesifisert komplikasjon i barseltid"
"W99","Svangerskap/fødsel/barseltid sykdom IKA","Svangersk/føds/barsel sykd IKA","O269","Uspesifisert svangerskapsrelatert tilstand","O269 Uspesifisert svangerskapsrelatert tilstand"
"X01","Smerte i kjønnsorgan kvinne","Smerte kjønnsorgan (K)","R102","Smerte i bekken og perineum","R102 Smerte i bekken og perineum"
"X02","Menstruasjonssmerter","Menstruasjonssmerter","N946","Uspesifisert dysmenoré","N946 Uspesifisert dysmenoré"
"X03","Intermenstruelle smerter","Intermenstruelle smerter","N940",""Mittelschmerz"","N940 "Mittelschmerz""
"X04","Smerte ved samleie kvinne","Smerte samleie (K)","N941","Dyspareuni","N941 Dyspareuni"
"X05","Menstruasjon sparsom/sjelden","Menstruasjon sparsom/sjelden","N915","Uspesifisert oligomenoré","N915 Uspesifisert oligomenoré"
"X06","Menstruasjon kraftig","Menstruasjon kraftig","N920","Kraftig og hyppig menstruasjon med regelmessig syklus","N920 Kraftig og hyppig menstruasjon med regelmessig syklus"
"X07","Menstruasjon uregelmessig/hyppig","Menstruasjon uregelmessig/hyppig","N921","Kraftig og hyppig menstruasjon med uregelmessig syklus","N921 Kraftig og hyppig menstruasjon med uregelmessig syklus"
"X08","Intermenstruell blødning","Intermenstruell blødning","N923","Ovulasjonsblødning","N923 Ovulasjonsblødning"
"X09","Premenstruelle symptomer/plager","Premenstruelle symptomer/plager","N949","Uspesifisert tilstand med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus","N949 Uspesifisert tilstand med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus"
"X10","Forskyvning av menstruasjon","Forskyvning menstruasjon","Z309","Uspesifisert prevensjonstiltak","Z309 Uspesifisert prevensjonstiltak"
"X11","Klimakterium symptomer/plager","Klimakterium symptomer/plager","N959","Uspesifisert forstyrrelse i klimakterium og senere","N959 Uspesifisert forstyrrelse i klimakterium og senere"
"X12","Postmenopausal blødning","Postmenopausal blødning","N950","Postmenopausal blødning","N950 Postmenopausal blødning"
"X13","Blødning etter samleie","Blødning etter samleie","N930","Postkoital blødning og kontaktblødning","N930 Postkoital blødning og kontaktblødning"
"X14","Utflod fra skjeden","Utflod fra skjeden","N898","Andre spesifiserte ikke-inflammatoriske lidelser i skjede","N898 Andre spesifiserte ikke-inflammatoriske lidelser i skjede"
"X15","Skjede symptomer/plager IKA","Skjede symptomer/plager IKA","N899","Uspesifisert ikke-inflammatorisk lidelse i skjede","N899 Uspesifisert ikke-inflammatorisk lidelse i skjede"
"X16","Vulva symptomer/plager","Vulva symptomer/plager","N909","Uspesifisert ikke-inflammatorisk lidelse i ytre kvinnelige kjønnsorganer og perineum","N909 Uspesifisert ikke-inflammatorisk lidelse i ytre kvinnelige kjønnsorganer og perineum"
"X17","Underliv symptomer/plager kvinne","Underliv symptomer/plager (K)","N949","Uspesifisert tilstand med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus","N949 Uspesifisert tilstand med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus"
"X18","Smerte i bryst kvinne","Smerte bryst (K)","N644","Mastodyni","N644 Mastodyni"
"X19","Kul i bryst IKA kvinne","Kul i bryst IKA (K)","N63","Uspesifisert klump i bryst (mamma)","N63 Uspesifisert klump i bryst (mamma)"
"X20","Brystvorte symptomer/plager kvinne","Brystvorte symptomer/plager (K)","N645","Andre tegn og symptomer i bryst","N645 Andre tegn og symptomer i bryst"
"X21","Bryst symptomer/plager IKA kvinne","Bryst symptomer/plager IKA (K)","N649","Uspesifisert tilstand i bryst","N649 Uspesifisert tilstand i bryst"
"X22","Bekymret/opptatt av brystenes utseende kvinne","Bekymret/oppt av utseende bryst (K)","R468","Andre spesifiserte symptomer og tegn med tilknytning til utseende og atferd","R468 Andre spesifiserte symptomer og tegn med tilknytning til utseende og atferd"
"X23","Engstelig for kjønnssykdom kvinne","Engstelig for kjønnssykdom (K)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"X24","Engstelig for seksuell dysfunksjon kvinne","Engstelig for seksuell dysfunk (K)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"X25","Engstelig for kreft i kjønnsorgan kvinne","Engstelig for kreft kjønnsorgan (K)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"X26","Engstelig for brystkreft kvinne","Engstelig for brystkreft (K)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"X27","Engstelig for sykdom i kjønnsorgan/bryst IKA kvinne","Engstelig sykd kj org/bryst IKA (K)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"X28","Redusert funksjonsevne pga problem i kjønnsorgan kvinne","Red funksjonevne probl kjønnsorg (K)","Z736","Begrensning i aktiviteter grunnet uførhet","Z736 Begrensning i aktiviteter grunnet uførhet"
"X29","Kjønnsorgan symptomer/plager IKA kvinne","Kjønnsorgan sympt/plager IKA (K)","N949","Uspesifisert tilstand med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus","N949 Uspesifisert tilstand med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus"
"X70","Syfilis kvinne","Syfilis (K)","A539","Uspesifisert syfilis","A539 Uspesifisert syfilis"
"X71","Gonokokkinfeksjon kvinne","Gonokokkinfeksjon (K)","A549","Uspesifisert gonokokkinfeksjon","A549 Uspesifisert gonokokkinfeksjon"
"X72","Candidainfeksjon urogenitalt kvinne","Candidainfeksjon urogenitalt (K)","B373","Candidainfeksjon i ytre kvinnelige kjønnsorganer og skjede","B373 Candidainfeksjon i ytre kvinnelige kjønnsorganer og skjede"
"X73","Trikomonasinfeksjon urogenitalt kvinne","Trikomonasinfeksjon urogenitalt (K)","A590","Urogenital trikomonasinfeksjon","A590 Urogenital trikomonasinfeksjon"
"X74","Underlivsinfeksjon IKA kvinne","Underlivsinfeksjon IKA (K)","N739","Uspesifisert betennelsestilstand i kvinnelige bekkenorganer","N739 Uspesifisert betennelsestilstand i kvinnelige bekkenorganer"
"X75","Ondartet svulst i livmorhals","Ondartet svulst livmorhals","C539","Livmorhals (cervix uteri), uspesifisert","C539 Livmorhals (cervix uteri), uspesifisert"
"X76","Ondartet svulst i bryst kvinne","Ondartet svulst bryst (K)","C509","Bryst (mamma), uspesifisert","C509 Bryst (mamma), uspesifisert"
"X77","Ondartet svulst i kvinnelige kjønnsorgan IKA","Ondartet svulst kjønnsorg IKA (K)","C579","Kvinnelige kjønnsorganer uspesifisert","C579 Kvinnelige kjønnsorganer uspesifisert"
"X78","Godartet svulst i livmor","Godartet svulst livmor","D259","Leiomyom i livmor, uspesifisert","D259 Leiomyom i livmor, uspesifisert"
"X79","Godartet svulst i bryst kvinne","Godartet svulst bryst (K)","D24","Godartet svulst i bryst (mamma)","D24 Godartet svulst i bryst (mamma)"
"X80","Godartet svulst i kvinnelige kjønnsorgan IKA","Godartet svulst kjønnsorg IKA (K)","D289","Kvinnelig kjønnsorgan, uspesifisert","D289 Kvinnelig kjønnsorgan, uspesifisert"
"X81","Uspesifisert svulst i kvinnelige kjønnsørgan IKA","Uspes svulst kjønnsorg IKA (K)","D399","Kvinnelig kjønnsorgan, uspesifisert","D399 Kvinnelig kjønnsorgan, uspesifisert"
"X82","Skade i kvinnelige kjønnsorgan","Skade kjønnsorgan (K)","S314","Åpent sår i skjede og på ytre kvinnelige kjønnsorganer","S314 Åpent sår i skjede og på ytre kvinnelige kjønnsorganer"
"X83","Medfødt feil i kvinnelige kjønnsorgan","Medfødt feil kjønnsorgan (K)","Q529","Uspesifisert medfødt misdannelse i kvinnelige kjønnsorganer","Q529 Uspesifisert medfødt misdannelse i kvinnelige kjønnsorganer"
"X84","Vaginitt/vulvitt IKA","Vaginitt/vulvitt IKA","N768","Andre spesifiserte betennelser i skjede og ytre kvinnelige kjønnsorganer","N768 Andre spesifiserte betennelser i skjede og ytre kvinnelige kjønnsorganer"
"X85","Sykdom i livmorhals IKA","Sykdom i livmorhals IKA","N889","Uspesifisert ikke-inflammatorisk lidelse i livmorhals","N889 Uspesifisert ikke-inflammatorisk lidelse i livmorhals"
"X86","Cytologi livmorhals unormal","Cytologi livmorhals unormal","N879","Uspesifisert dysplasi i livmorhals","N879 Uspesifisert dysplasi i livmorhals"
"X87","Fremfall av kvinnelige kjønnsorgan","Fremfall kjønnsorgan (K)","N819","Uspesifisert fremfall av kvinnelige kjønnsorganer","N819 Uspesifisert fremfall av kvinnelige kjønnsorganer"
"X88","Godartet mammadysplasi","Godartet mammadysplasi","N609","Uspesifisert godartet mammadysplasi","N609 Uspesifisert godartet mammadysplasi"
"X89","Premenstruelt tensjonssyndrom","Premenstruelt tensjonssyndrom","N943","Premenstruelt tensjonssyndrom","N943 Premenstruelt tensjonssyndrom"
"X90","Genital herpesvirusinfeksjon kvinne","Genital herpesvirusinfeksjon (K)","A609","Uspesifisert anogenital herpesvirusinfeksjon","A609 Uspesifisert anogenital herpesvirusinfeksjon"
"X91","Condylomata acuminata kvinne","Condylomata acuminata (K)","A630","Anogenitale (veneriske) vorter","A630 Anogenitale (veneriske) vorter"
"X92","Klamydiainfeksjon urogenitalt kvinne","Klamydiainfeksjon urogenitalt (K)","A562","Uspesifisert klamydiainfeksjon i kjønnsorganer og urinveier","A562 Uspesifisert klamydiainfeksjon i kjønnsorganer og urinveier"
