--ICPC-2n DAT bl 154b file with filename: AMF-v01-TXT_CSV.txt
--(Interncode: V403e) version Sep 29 2008  8:09AM
--This file is generated by KITH AS  Norway Dr.Terje Sagen 2008-09-29 08:09:45.130
--This file can be downloaded from http://www.kith.no/ICPC2e
--It contains 3797 rows
--Columns: Nivaa,AMF_Code,Decription_no,Level_code
"5","3100370000","(NA Calymmatobacterium)","31003700"
"5","3100380000","(NA Campylobacter)","31003800"
"5","3100390000","(NA Capnocytophaga)","31003900"
"5","3100400000","(NA Cardiobacterium)","31004000"
"5","3100410000","(NA Carnobacterium)","31004100"
"5","3100420000","(NA Caryophanon)","31004200"
"5","3100430000","(NA Caseobacter)","31004300"
"5","3100440000","(NA Cedecea)","31004400"
"5","3100450000","(NA Cellulomonas)","31004500"
"5","3100460000","(NA Centipeda)","31004600"
"5","3100470000","(NA Chlamydia)","31004700"
"5","3100480000","(NA Chromobacterium)","31004800"
"5","3100490000","(NA Chryseomonas)","31004900"
"5","3100500000","(NA Clavibacter)","31005000"
"5","3100510000","(NA Clostridium)","31005100"
"5","3100520000","(NA Comamonas)","31005200"
"5","3100530000","(NA Coprococcus)","31005300"
"5","3100540000","(NA Corynebacterium)","31005400"
"5","3100550000","(NA Coxiella)","31005500"
"5","3100560000","(NA Cristispira)","31005600"
"5","3100570000","(NA Curtopbacterium)","31005700"
"5","3100580000","(NA Dermatophilus)","31005800"
"5","3100590000","(NA Desulfomonas)","31005900"
"5","3100600000","(NA Edwardsiella)","31006000"
"5","3100610000","(NA Ehrlichia)","31006100"
"5","3100620000","(NA Eikenella)","31006200"
"5","3100630000","(NA Enterobacter)","31006300"
"5","3100640000","(NA Enterococcus)","31006400"
"5","3100650000","(NA Erwinia)","31006500"
"5","3100660000","(NA Erysipelothrix)","31006600"
"5","3100670000","(NA Escherichia)","31006700"
"5","3100680000","(NA Eubacterium)","31006800"
"5","3100690000","(NA Ewingella)","31006900"
"5","3100700000","(NA Flavimonas)","31007000"
"5","3100710000","(NA Flavobacterium)","31007100"
"5","3100720000","(NA Fluoribacter)","31007200"
"5","3100730000","(NA Francisella)","31007300"
"5","3100740000","(NA Frateuria)","31007400"
"5","3100750000","(NA Fusobacterium)","31007500"
"5","3100760000","(NA Gardnerella)","31007600"
"5","3100770000","(NA Gemella)","31007700"
"5","3100780000","(NA Geodermatophilus)","31007800"
"5","3100790000","(NA Gluconobacter)","31007900"
"5","3100800000","(NA Haemophilus)","31008000"
"5","3100810000","(NA Hafnia)","31008100"
"5","3100820000","(NA Helicobacter)","31008200"
"5","3100830000","(NA Jonesia)","31008300"
"5","3100840000","(NA Kingella)","31008400"
"5","3100850000","(NA Klebsiella)","31008500"
"5","3100860000","(NA Kluyvera)","31008600"
"5","3100870000","(NA Kurthia)","31008700"
"5","3100880000","(NA Lachnospira)","31008800"
"5","3100890000","(NA Lactobacillus)","31008900"
"5","3100900000","(NA Lactococcus)","31009000"
"5","3100910000","(NA Leclercia)","31009100"
"5","3100920000","(NA Legionella)","31009200"
"5","3100930000","(NA Leminorella)","31009300"
"5","3100940000","(NA Leptonema)","31009400"
"5","3100950000","(NA Leptospira)","31009500"
"5","3100960000","(NA Leptothrix)","31009600"
"5","3100970000","(NA Leptotrichia)","31009700"
"5","3100980000","(NA Leuconostoc)","31009800"
"5","3100990000","(NA Levinea)","31009900"
"5","3200020000","(NA Arenaviridae)","32000200"
"5","3200040000","(NA Bunyaviridae)","32000400"
"5","3200040100","Hantavirus:","32000401"
"5","3200040200","Nairovirus:","32000402"
"5","3200040300","Phlebovirus:","32000403"
"5","3200050000","(NA Caliciviridae)","32000500"
"5","3200070000","(NA Filoviridae)","32000700"
"5","3200080000","(NA Flaviviridae)","32000800"
"5","3200090000","(NA Hepadnaviridae)","32000900"
"5","3200100000","(NA Herpesviridae)","32001000"
"5","3200110000","(NA Orthomyxoviridae)","32001100"
"5","3200120000","(NA Papovaviridae)","32001200"
"5","3200130000","(NA Paramyxoviridae)","32001300"
"5","3200140000","(NA Parvoviridae)","32001400"
"5","3200150000","(NA Picornaviridae)","32001500"
"5","3200160000","(NA Poxviridae)","32001600"
"5","3200170000","(NA Reoviridae)","32001700"
"5","3200180000","(NA Retroviridae)","32001800"
"5","3200190000","(NA Rhabdoviridae)","32001900"
"5","3200200100","Alphavirus:","32002001"
"5","3200200200","Rubivirus:","32002002"
"5","3200220000","(NA Ikke-Klassifisert)","32002200"
"5","3200230000","(NA Atypiske smittestoffer (prioner, ikke-konvensjonelle agens))","32002300"
"5","3400040100","Alternaria","34000401"
"5","3400040200","Aspergillus  fumigatus","34000402"
"5","3400040300","Aureobasidium","34000403"
"5","3400040400","Blastomyces dermatitidis (Ajellomyces dermatitidis)","34000404"
"5","3400040500","Botryomyces","34000405"
"5","3400040600","Candida","34000406"
"5","3400040700","Cladiosporium (Cladophialophora bantiana)+W3146","34000407"
"5","3400040800","Coccidioides immitis","34000408"
"5","3400040900","Cryptococcus","34000409"
"5","3400041000","Emmonsia","34000410"
"5","3400041100","Epidermophyton flaccosum","34000411"
"5","3400041200","Epicoccum","34000412"
"5","3400041300","Fonsecaea","34000413"
"5","3400041400","Histoplasma","34000414"
"5","3400041500","Madurella","34000415"
"5","3400041600","Microsporum","34000416"
"5","3400041700","Neotestudina rosatii","34000417"
"5","3400041800","Paecilomyces","34000418"
"5","3400041900","Paracoccidioides brasiliensis","34000419"
"5","3400042000","Penicillium marneffei","34000420"
"5","3400042100","Scedosporium","34000421"
"5","3400042200","Sporobolomyces","34000422"
"5","3400042300","Sporothrix schenckii","34000423"
"5","3400042400","Trichoderma","34000424"
"5","3400042500","Trichophyton","34000425"
"5","3400042600","Ulocladium","34000426"
"5","3500030100","Asteraceae (korgplantefamilien)","35000301"
"5","3500030200","Liliaceae (liljefamilien)","35000302"
"5","3500030300","Ranunculaceae (soleiefamilien)","35000303"
"5","3500030400","Umbelliferae (skjermplantefamilien)","35000304"
"5","3500030500","Papaveraceae (valmuefamilien)","35000305"
"5","3500030600","Euphorbiaceae (vortemjølkfamilien)","35000306"
"5","3500030700","Alliaceae (løkfamilien)","35000307"
"5","3500030800","Solanaceae (søtvierfamilien)","35000308"
"5","3500030900","Primulaceae (nøkleblomfamilien)","35000309"
"5","3500031000","Bregner","35000310"
"5","3500031100","Andre blomsterplanter","35000311"
"5","3500040100","Chlorella","35000401"
"5","3500040200","Prototheca","35000402"
"5","3501060100","Plantealkaloider","35010601"
"5","3501060200","Giftige aminer fra planter","35010602"
"5","3501060300","Gifter fra sopp","35010603"
"5","3501060400","Toxalbuminer fra planter","35010604"
"5","3501060500","Fenantrentoxiner fra planter","35010605"
"5","3501080100","Trær (støv)","35010801"
"5","3501080200","Plantestøv","35010802"
"5","3501080300","Plantefibrer (tekstilfibrer)","35010803"
"5","3501090100","Kullhydrater","35010901"
"5","3501090200","Vegetabilsk fett","35010902"
"5","3501090300","Vegetabilske fargestoffer for matvarer","35010903"
"5","3501090400","Vegetabilske konserveringsmidler for matvarer","35010904"
"5","3501090500","Vegetabilske tilsetningsstoffer for matvarer","35010905"
"5","3501090600","Grønnsaker (som matvarer)","35010906"
"5","3501090700","Smakstoffer, krydder","35010907"
"5","3501090800","Stimulerende stoffer","35010908"
"5","3501090900","Drikker","35010909"
"5","3501091000","Frukt","35010910"
"5","3605010100","Dubbel","36050101"
"5","3605010200","Enkel","36050102"
"5","3605020100","Biller (Coleoptera)","36050201"
"5","3605020200","Sommerfugler (Lepidoptera)","36050202"
"5","3605020300","Steklar                                                    (Sv","36050203"
"5","3605020400","Tvåvingar (Diptera)                                 (Svensk)","36050204"
"5","3605020500","Mygg (Nematocera)","36050205"
"5","3605020600","Halvvingar (Hemiptera)                       (Svensk)","36050206"
"5","3605020700","Skinnbaggar (Heteroptera)                  (Svensk)","36050207"
"5","3605020800","Lopper (Siphonaptera)","36050208"
"5","3605020900","Löss (Anoplura)                                              (","36050209"
"5","3605040100","Kvalster (Acari)                                           (Sv","36050401"
"5","3605040200","Flått (Ixodida)","36050402"
"5","3605040300","Edderkopper (Araneae)","36050403"
"5","3605040400","Skorpioner (Scorpiones)","36050404"
"5","3605040500","Sericopelma","36050405"
"5","3607030100","Alligator, krokodille, kajman","36070301"
"5","3607030200","Øgle","36070302"
"5","3607030300","Skillpadde","36070303"
"5","3607030400","Ormer (giftige)","36070304"
"5","3607030500","Ormer (ikke giftige)","36070305"
"5","3607050100","Kloakkdyr (Monotremata)","36070501"
"5","3607050200","Pungdyr (Marsupialia)","36070502"
"5","3607050300","Flaggermus (Chiroptera)","36070503"
"5","3607050400","Insektetere (Insectivora)","36070504"
"5","3607050500","Rovdyr (Carnivora)","36070505"
"5","3607050600","Klovdyr (ungulater)","36070506"
"5","3607050700","Gnagere (Rodentia)","36070507"
"5","3607050800","Primater","36070508"
"5","3607050900","Hvaler (Cetacea)","36070509"
"5","3607051000","Avføring fra pattedyr","36070510"
"5","3610030100","Dyreproteiner","36100301"
"5","3610030200","Matoljer og -fett fra dyr","36100302"
"5","6001010100","Byggeplasstøv","60010101"
"5","6001010300","Sement (kalsiumaluminiumsilikat)","60010103"
"5","6001010400","Støv fra metaller og legeringer","60010104"
"5","6001010500","Metalloksider","60010105"
"5","6001010600","Kisel, sand","60010106"
"5","6001010700","Glass","60010107"
"5","6001010800","Sprengstoff i pulverform","60010108"
"5","6001010900","Aske (flyveaske)","60010109"
"5","6001011000","Avfall av uorganisk støv","60010110"
"5","6001020100","Sotrøyk","60010201"
"5","6001020200","Plast","60010202"
"5","6001020300","Medisiner","60010203"
"5","6001020400","Sot","60010204"
"5","6003010100","Halogenerte anestesimidler (halotan, enfluran)","60030101"
"5","6003010200","Ikke-halogenerte anestesimidler (lystgas osv.)","60030102"
"5","6003020100","Eksos frå dieselmotorer","60030201"
"5","6003020200","Eksos frå bensinmotorer","60030202"
"5","6003030100","Produkter fra termisk nedbrytning i elektrisk isolerende væsker","60030301"
"5","6003030200","Produkter fra termisk nedbrytning av flussmidler","60030302"
"5","6003030300","Produkter fra termisk nedbrytning fra støping","60030303"
"5","6004010100","Sveiserøyk fra lysbuesveising","60040101"
"5","6004010200","Sveiserøyk fra oksygen-acetylensveising","60040102"
"5","6004010300","Lodderøyk - inkludert røyk fra rørleggers kopperlodding","60040103"
"5","6004010400","Sveiserøyk fra elektronstrålesveising  (tinn + bly + harpiks)","60040104"
"5","6004010500","Sveiserøyk fra rustfritt stål","60040105"
"5","6004010600","Sveiserøyk fra aluminium","60040106"
"5","6004010700","Sveiserøyk fra aluminium  zink, tinn osv.","60040107"
"5","6005010100","Løsningsmidler - fortynningsmidler","60050101"
"5","6005010200","Avfall av organiske væsker","60050102"
"5","6005020100","Avfall av uorganiske væsker","60050201"
"5","6006010100","Avfall av blekings- og oksidasjonsmidler (ikke kosmetiske)","60060101"
"5","6006020100","Løsningsmiddelbaserte malinger, fernisser, lakker og kitt","60060201"
"5","6006020200","Vannbaserte malinger, fernisser, lakker og kitt","60060202"
"5","6006050100","Termoplaster","60060501"
"5","6006050200","Herdeplast","60060502"
"5","6006050300","Gummi","60060503"
"5","6006100100","Brennstoff for kjøretøy","60061001"
"5","6006100200","Tillsatsstoff til brennstoff","60061002"
"5","6006100300","Spesialbrennstoffer (rakettbrennstoff osv)","60061003"
"5","6006100400","Naturgass","60061004"
"5","6006100500","Flytende gass, naturgasskondensat (LPG)","60061005"
"5","6006100600","Avfall fra brennstoff","60061006"
"5","6006110100","Skjæreoljer","60061101"
"5","6006110200","Smøreoljer og -fett","60061102"
"5","6006160100","Hårpleieprodukter","60061601"
"5","6006160200","Sminke","60061602"
"5","6006220100","Gjødsel","60062201"
"5","6006220200","Insektisider","60062202"
"5","6006220300","Rodentisider","60062203"
"5","6006220400","Herbisider","60062204"
"5","6006220500","Fungisider","60062205"
"5","6006220600","Molluskisider","60062206"
"5","6006220700","Avfall av produkter for jordbruk, have og trebehandling","60062207"
"5","6009000100","Støv fra  naturprodukter","60090001"
"6","0","Arbeidsmiljøfaktorer (svensk)","0"
"6","1101000001","Deuterium","1101000001"
"6","1101000002","Tritium","1101000002"
"6","1101999999","Andre uorganiske hydrogenforbindelser","1101999999"
"6","1102020101","Natriumoksid","1102020101"
"6","1102020102","Natriumperoksid","1102020102"
"6","1102020201","Natriumsulfid","1102020201"
"6","1102020202","Natriumklorid (koksalt)","1102020202"
"6","1102029999","Andre uorganiske natriumforbindelser","1102029999"
"6","1102030101","Kaliumoksid","1102030101"
"6","1102030201","Kaliumnitrat","1102030201"
"6","1102039999","Andre uorganiske kaliumforbindelser","1102039999"
"6","1102999999","Andre uorganiske forbindelser med alkalimetall: Li, Na, K, Rb","1102999999"
"6","1103010101","Berylliumoksid","1103010101"
"6","1103010201","Berylliumfluorid","1103010201"
"6","1103010202","Berylliumsulfat","1103010202"
"6","1103010203","Berylliumoksifluorid","1103010203"
"6","1103010204","dobbeltsilikat av zink og beryllium","1103010204"
"6","1103010205","Berylliumklorid","1103010205"
"6","1103019999","Andre uorganiske berylliumforbindelser","1103019999"
"6","1103020101","Magnesiumoksid","1103020101"
"6","1103029999","Andre uorganiske magnesiumforbindelser","1103029999"
"6","1103030101","Kalsiumoksid","1103030101"
"6","1103030201","Kalsiumarsenat","1103030201"
"6","1103030202","Kalsiumarsenit","1103030202"
"6","1103030203","Kalsiumsulfid","1103030203"
"6","1103039999","Andre uorganiske kalsiumforbindelser","1103039999"
"6","1103050101","Bariumoksid","1103050101"
"6","1103059999","Andre uorganiske bariumforbindelser","1103059999"
"6","1103999999","Andre uorganiske forbindelser med jordalkalimetall: Be, Mg, Ca, Sr, Ba","1103999999"
"6","1104999999","Andre uorganiske forbindelser med innskuddsmetall: Sc, Y, Ac","1104999999"
"6","1105020101","Zirkoniumoksid","1105020101"
"6","1105029999","Andre uorganiske zirkoniumforbindelser","1105029999"
"6","1105999999","Andre uorganiske forbindelser med innskuddsmetall: Ti, Zr, Hf","1105999999"
"6","1106010101","Vanadiumdioksid","1106010101"
"6","1106010102","Vanadiumtrioksid","1106010102"
"6","1106010103","Vanadiumpentoksid","1106010103"
"6","1106010201","Vanadiumsalter","1106010201"
"6","1106010202","Vanadiumkloroplatinat","1106010202"
"6","1106019999","Andre uorganiske vanadiumforbindelser","1106019999"
"6","1106999999","Andre uorganiske forbindelser med overgangsmetall: V, Nb, Ta","1106999999"
"6","1107010101","Kromtrioksid, kromanhydrid","1107010101"
"6","1107010201","Kromsulfat","1107010201"
"6","1107010202","Kromklorid","1107010202"
"6","1107010302","Kromat","1107010302"
"6","1107010303","Dikromat","1107010303"
"6","1107019999","Andre uorganiske kromforbindelser","1107019999"
"6","1107999999","Andre uorganiske forbindelser med innskuddsmetall: Cr, Mo, W","1107999999"
"6","1108010201","Manganfluorid","1108010201"
"6","1108010202","Manganarsenat","1108010202"
"6","1108019999","Andre uorganiske manganforbindelser","1108019999"
"6","1108999999","Andre uorganiske forbindelser med overgansmetall: Mn, Tc, Re","1108999999"
"6","1109010101","Jern(II)oksid","1109010101"
"6","1109010102","Jern(III)oksid","1109010102"
"6","1109010201","Jerncyanid","1109010201"
"6","1109019999","Andre uorganiske jernforbindelser","1109019999"
"6","1109020201","Koboltfluorid","1109020201"
"6","1109020202","Koboltarsenat","1109020202"
"6","1109020203","Koboltkarbonat","1109020203"
"6","1109020204","Koboltklorid","1109020204"
"6","1109020205","Koboltkromat","1109020205"
"6","1109020206","Koboltcyanid","1109020206"
"6","1109020207","Koboltnitrat","1109020207"
"6","1109020208","Koboltfosfat","1109020208"
"6","1109020209","Koboltsulfat","1109020209"
"6","1109029999","Andre uorganiske koboltforbindelser","1109029999"
"6","1109030101","Nikkeloksid","1109030101"
"6","1109030201","Nikkelklorid","1109030201"
"6","1109030202","Nikkelsulfat","1109030202"
"6","1109030203","Nikkelnitrat","1109030203"
"6","1109039999","Andre uorganiske nikkelforbindelser","1109039999"
"6","1109999999","Andre uorganiske forbindelser med overgangsmetall: Fe, Co, Ni, Ru, Rh, Pd, Os, Ir, Pt","1109999999"
"6","1110010101","Kobber(I)oksid","1110010101"
"6","1110010201","Kobbersulfat","1110010201"
"6","1110010202","Kobberklorid","1110010202"
"6","1110010203","Kobberkarbonat","1110010203"
"6","1110010204","Kobberarsenit","1110010204"
"6","1110010401","Kobberhydroksid","1110010401"
"6","1110019999","Andre uorganiske kobberforbindelser","1110019999"
"6","1110999999","Andre uorganiske forbindelser med innskuddsmetall: Cu, Ag, Au","1110999999"
"6","1111010101","Zinkoksid","1111010101"
"6","1111010202","Zinkklorid","1111010202"
"6","1111010203","Zinkkromat","1111010203"
"6","1111010204","Zinksulfat","1111010204"
"6","1111019999","Andre uorganiske zinkforbindelser","1111019999"
"6","1111030201","Kvikksølvklorid","1111030201"
"6","1111030202","Kvikksølvcyanid","1111030202"
"6","1111030203","Kvikksølvnitrat","1111030203"
"6","1111030204","Kvikksølvsulfid (sinober)","1111030204"
"6","1111030205","Kvikksølv(I)klorat","1111030205"
"6","1111030206","Kvikksølvoksicyanat","1111030206"
"6","1111030207","Kvikksølvarsenat","1111030207"
"6","1111030208","Kvikksølv(II)klorat","1111030208"
"6","1111030209","Kvikksølvjodid","1111030209"
"6","1111030210","Kvikksølvtiocyanat","1111030210"
"6","1111039999","Andre uorganiske kvikksølvforbindelser","1111039999"
"6","1111999999","Andre uorganiske forbindelser med innskuddsmetall: Zn, Cd, Hg","1111999999"
"6","1112000301","Boraner","1112000301"
"6","1112000302","Borater","1112000302"
"6","1112000303","Perborater","1112000303"
"6","1112999999","Andre uorganiske borforbindelser","1112999999"
"6","1113010101","Aluminiumoksid","1113010101"
"6","1113019999","Andre uorganiske aluminiumforbindelser","1113019999"
"6","1113040201","Thallium(I)forbindelser","1113040201"
"6","1113040202","Thallium(III)forbindelser","1113040202"
"6","1113040203","Thalliumsulfat","1113040203"
"6","1113049999","Andre uorganiske thalliumforbindelser","1113049999"
"6","1113999999","Andre uorganiske forbindelser med ikke-metall: Al, Ga, In, Tl","1113999999"
"6","1114020101","Tinndioksid","1114020101"
"6","1114020201","Tinnklorid","1114020201"
"6","1114020801","Tinnhydrid","1114020801"
"6","1114029999","Andre uorganiske tinnforbindelser","1114029999"
"6","1114030101","Blydioksid","1114030101"
"6","1114030102","Blymønje","1114030102"
"6","1114030103","Blyglete, massikot","1114030103"
"6","1114030201","Blysulfid","1114030201"
"6","1114030202","Blybromid","1114030202"
"6","1114030203","Blynitrat","1114030203"
"6","1114030204","Blyfluorid","1114030204"
"6","1114030205","Blysulfat","1114030205"
"6","1114030206","Blykromat","1114030206"
"6","1114030207","Blysilikat","1114030207"
"6","1114030208","Blytitanat","1114030208"
"6","1114030209","Blyarsenat","1114030209"
"6","1114030210","Blyarsenit","1114030210"
"6","1114030211","Blyantimonat","1114030211"
"6","1114039999","Andre uorganiske blyforbindelser","1114039999"
"6","1114999999","Andre uorganiske forbindelser med icke-metall: Ge, Sn, Pb","1114999999"
"6","1115010101","Arsentrioksid","1115010101"
"6","1115010102","Arsenpentoksid","1115010102"
"6","1115010201","Arsenitt","1115010201"
"6","1115010202","Arsenat","1115010202"
"6","1115010203","Arsenhalogenider","1115010203"
"6","1115010801","Arsenhydrid (arsin)","1115010801"
"6","1115010802","Arsenid","1115010802"
"6","1115019999","Andre uorganiske arsenforbindelser","1115019999"
"6","1115020101","Antimontrioksid","1115020101"
"6","1115020102","Antimontpentoksid","1115020102"
"6","1115020201","Antimonsulfid (røde pigment)","1115020201"
"6","1115020202","Antimontrisulfid","1115020202"
"6","1115020801","Antimonhydrid, stibin","1115020801"
"6","1115029999","Andre uorganiske antimonforbindelser","1115029999"
"6","1116000101","Karbonmonoksid","1116000101"
"6","1116000102","Karbondioksid","1116000102"
"6","1116000301","Karbonater og bikarbonater","1116000301"
"6","1116000302","Natriumcyanid","1116000302"
"6","1116000303","Kaliumcyanid","1116000303"
"6","1116000304","Kalsiumcyanid","1116000304"
"6","1116000305","Natriumferrocyanid","1116000305"
"6","1116000306","Kaliumferrocyanid","1116000306"
"6","1116000307","Kaliumferricyanid","1116000307"
"6","1116000308","Nitroprussidnatrium","1116000308"
"6","1116000601","Fosgen, karbonylklorid","1116000601"
"6","1116000701","Kulldisulfid (svovelkullstoff)","1116000701"
"6","1116000702","Karbonylsulfid, kulloksisulfid","1116000702"
"6","1116999999","Andre uorganiske kullforbindelser","1116999999"
"6","1117000201","Silisiumtetrafluorid","1117000201"
"6","1117000301","Silisiumforbindelser, silisider","1117000301"
"6","1117000302","Silikater","1117000302"
"6","1117000303","Hexafluorosilikat","1117000303"
"6","1117999999","Andre uorganiske silisiumforbindelser","1117999999"
"6","1118000101","Nitrogenoksid (NO)","1118000101"
"6","1118000102","Nitrogendioksid (NO2)","1118000102"
"6","1118000103","Dinitorgenoksid, lystgass (N2O)","1118000103"
"6","1118000104","Dinitrogenpentoxid","1118000104"
"6","1118000201","Ammoniumnitrat","1118000201"
"6","1118000202","Ammoniumsulfat","1118000202"
"6","1118000203","Ammoniumfluorid","1118000203"
"6","1118000301","Nitrider","1118000301"
"6","1118000302","Nitriter","1118000302"
"6","1118000303","Nitrater","1118000303"
"6","1118000304","Blyasid","1118000304"
"6","1118000305","Natriumasid","1118000305"
"6","1118000401","Ammoniak","1118000401"
"6","1118000601","Nitrogentriklorid","1118000601"
"6","1118000602","Nitrosylklorid","1118000602"
"6","1118000801","Hydrazin","1118000801"
"6","1118999999","Andre uorganiske nitrogenforbindelser","1118999999"
"6","1119000001","Rødt fosfor","1119000001"
"6","1119000101","Fosfortrioksid","1119000101"
"6","1119000102","Fosforpentoksid","1119000102"
"6","1119000201","Fosforsulfider","1119000201"
"6","1119000202","Fosforoksiklorid","1119000202"
"6","1119000301","Fosfiter","1119000301"
"6","1119000302","Fosfater","1119000302"
"6","1119000601","Fosfortriklorid","1119000601"
"6","1119000602","Fosforpentaklorid","1119000602"
"6","1119000801","Fosforhydrid, fosfin, fosforvannstoff","1119000801"
"6","1119000802","Tetrafosfortrisulfid","1119000802"
"6","1119000803","Fosfortrisulfid","1119000803"
"6","1119999999","Andre uorganiske fosforforbindelser","1119999999"
"6","1120010001","Ozon","1120010001"
"6","1120010101","Hydrogenperoksid, hydrogensuperoksid","1120010101"
"6","1120010102","Anhydrider ikke nevnt annet sted","1120010102"
"6","1120019999","Andre uorganiske oksygenforbindelser","1120019999"
"6","1120020101","Svoveldioksid","1120020101"
"6","1120020102","Svoveltrioksid","1120020102"
"6","1120020301","Sulfider","1120020301"
"6","1120020302","Sulfitter (disulfitter)","1120020302"
"6","1120020303","Sulfater","1120020303"
"6","1120020304","Persulfater","1120020304"
"6","1120020305","Tiosulfater","1120020305"
"6","1120020601","Svovelmonoklorid (svovelklorid)","1120020601"
"6","1120020602","Sulfurylklorid","1120020602"
"6","1120020603","Tionylklorid","1120020603"
"6","1120020801","Svåvelvannstoff, hydrogensulfid","1120020801"
"6","1120029999","Andre uorganiske svåvelforbindelser","1120029999"
"6","1120030101","Selendioksid","1120030101"
"6","1120030201","Selenoksiklorid","1120030201"
"6","1120030301","Selenider","1120030301"
"6","1120030302","Seleniter","1120030302"
"6","1120030303","Selenater","1120030303"
"6","1120030601","Selenhexafluorid","1120030601"
"6","1120030801","Selenvannstoff, hydrogenselenid","1120030801"
"6","1120039999","Andre uorganiske selenforbindelser","1120039999"
"6","1120999999","Andre uorganiske forbindelser med ikke-metall: O, S, Se, Te, Po","1120999999"
"6","1121010001","Fluorider","1121010001"
"6","1121019999","Andre uorganiske fluorforbindelser","1121019999"
"6","1121020301","Klorider","1121020301"
"6","1121020302","Klorater","1121020302"
"6","1121020303","Perklorater","1121020303"
"6","1121020304","Hypokloriter","1121020304"
"6","1121029999","Andre uorganiske klorforbindelser","1121029999"
"6","1121030301","Bromider","1121030301"
"6","1121030302","Hypobromitter","1121030302"
"6","1121030303","Bromater","1121030303"
"6","1121030601","Brompentafluorid","1121030601"
"6","1121039999","Andre uorganiske bromforbindelser","1121039999"
"6","1121040301","Jodider","1121040301"
"6","1121040302","Jodater","1121040302"
"6","1121040303","Perjodater","1121040303"
"6","1121040304","Joditter","1121040304"
"6","1121049999","Andre uorganiske jodforbindelser","1121049999"
"6","1121999999","Andre uorganiske halogenforbindelser: F, Cl, Br, I, At","1121999999"
"6","1122000001","Helium","1122000001"
"6","1122000002","Neon","1122000002"
"6","1122000003","Argon","1122000003"
"6","1122000004","Krypton (om radioaktivt, se nr 1 1 25 00 00 05)","1122000004"
"6","1122000005","Xenon","1122000005"
"6","1122000006","Radon","1122000006"
"6","1122999999","Andre edelgasser","1122999999"
"6","1124000001","Uran","1124000001"
"6","1124000002","Torium","1124000002"
"6","1124000003","Plutonium","1124000003"
"6","1124000004","Radium","1124000004"
"6","1124000005","Tritium","1124000005"
"6","1124000006","Kullstoff-14, Kull-14, Carbon-14","1124000006"
"6","1124000007","Promethium-147","1124000007"
"6","1124000008","Jod (isotop)","1124000008"
"6","1124999999","Andre ikke innesluttede radioaktive grunnstoffer","1124999999"
"6","1125000001","Kobolt-60","1125000001"
"6","1125000002","Cesium-137","1125000002"
"6","1125000003","Iridium-192","1125000003"
"6","1125000004","Radium","1125000004"
"6","1125000005","Krypton-85","1125000005"
"6","1125000006","Strontium-90","1125000006"
"6","1125000007","Thallium-204","1125000007"
"6","1125000008","Americium-241","1125000008"
"6","1125999999","Andre Innesluttede radioaktive grunnstoffer","1125999999"
"6","1126000001","Borsyre","1126000001"
"6","1126000002","Perborsyre","1126000002"
"6","1126000003","Bromvannstoffsyre (hydrogenbromid, bromvannstoff)","1126000003"
"6","1126000004","Cyanvannstoff, hydrogencyanid, blåsyre","1126000004"
"6","1126000005","Saltsyre (klorvannstoff, hydrogenklorid)","1126000005"
"6","1126000006","Perklorsyre, overklorsyre","1126000006"
"6","1126000007","Underklorsyrlighet","1126000007"
"6","1126000008","Kromsyre","1126000008"
"6","1126000009","Flussyre, hydrogenfluorid","1126000009"
"6","1126000010","Jodvannstoffsyre (jodvannstoff)","1126000010"
"6","1126000011","Perjodsyre","1126000011"
"6","1126000012","Salpetersyre","1126000012"
"6","1126000013","Hydrazoinsyre, azid (nitrogenvannstoffsyre)","1126000013"
"6","1126000014","Fosforsyre","1126000014"
"6","1126000015","klorplatinasyre","1126000015"
"6","1126000016","Svovelsyre","1126000016"
"6","1126000017","Hexafluorkiselsyre","1126000017"
"6","1126999999","Andre uorganiske syrer","1126999999"
"6","1127000001","Kalciumhydroksid (ulesket kalk, CaO)","1127000001"
"6","1127000002","Kaliumhydroksid (pottaske, KOH)","1127000002"
"6","1127000003","Ammoniumhydroksid (NH4OH)","1127000003"
"6","1127000004","Natriumhydroksid, kaustik soda (NaOH)","1127000004"
"6","1127999999","Andre uorganiske baser","1127999999"
"6","1199999999","Andre uorganiske forbindelser","1199999999"
"6","1201010001","Metan (naturgass, sumpgass)","1201010001"
"6","1201010002","Etan","1201010002"
"6","1201010003","Propan","1201010003"
"6","1201010004","Butan (isobutan)","1201010004"
"6","1201010005","Pentan (isopentan, neopentan)","1201010005"
"6","1201010006","Hexan","1201010006"
"6","1201010007","n-Hexan","1201010007"
"6","1201010008","Heptan","1201010008"
"6","1201010009","Oktan","1201010009"
"6","1201019999","Andre parafiner","1201019999"
"6","1201999999","Andre mettede alifatiske kullvannstoff forbindelser","1201999999"
"6","1202010001","Eten, etylen","1202010001"
"6","1202010002","Pentadien","1202010002"
"6","1202010003","Propen","1202010003"
"6","1202010004","Hexadien","1202010004"
"6","1202010005","Buten (1-buten, 2-buten, isobuten)","1202010005"
"6","1202010006","Penten","1202010006"
"6","1202010007","1,3-Butadien","1202010007"
"6","1202010008","Isopren, 2-metyl-1,3-butadien","1202010008"
"6","1202019999","Andre olefiner","1202019999"
"6","1202020001","Acetylen, etyn","1202020001"
